region,subregion,updated_at,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,retail_and_recreation_not_enough_data,grocery_and_pharmacy_not_enough_data,parks_not_enough_data,transit_stations_not_enough_data,workplaces_not_enough_data,residential_not_enough_data
Arkansas,Cleveland County,2020-03-29,,,,,-0.33,,True,True,True,True,True,True
Arkansas,Cleveland County,2020-04-05,,,,,-0.33,,True,True,True,True,True,True
Arkansas,Columbia County,2020-03-29,-0.18,-0.2,,,-0.2,,,,True,True,,True
Arkansas,Columbia County,2020-04-05,-0.2,-0.11,,,-0.31,,,,True,True,,True
Arkansas,Conway County,2020-03-29,0.02,0.04,,-0.02,-0.25,,,,True,,,True
Arkansas,Conway County,2020-04-05,-0.25,0.02,,-0.21,-0.23,,,,True,,,True
Arkansas,Craighead County,2020-03-29,-0.32,-0.03,-0.59,-0.05,-0.24,0.04,,,True,True,,
Arkansas,Craighead County,2020-04-05,-0.39,0.0,-0.59,-0.09,-0.28,0.07,,,True,True,,
Arkansas,Crawford County,2020-03-29,-0.16,-0.01,,-0.11,-0.21,0.14,,,True,True,,True
Arkansas,Crawford County,2020-04-05,-0.28,0.04,,-0.16,-0.24,0.16,,,True,True,,True
Arkansas,Crittenden County,2020-03-29,-0.15,-0.11,,-0.17,-0.26,0.15,,,True,,,True
Arkansas,Crittenden County,2020-04-05,-0.29,0.06,,-0.22,-0.28,0.15,,,True,,,True
Arkansas,Cross County,2020-03-29,-0.49,0.9,,,-0.07,,,True,True,True,True,True
Arkansas,Cross County,2020-04-05,-0.55,0.93,,,-0.17,,,True,True,True,True,True
Arkansas,Dallas County,2020-03-29,-0.17,,,,-0.32,,,True,True,True,True,True
Arkansas,Dallas County,2020-04-05,-0.25,,,,-0.3,,,True,True,True,True,True
Arkansas,Desha County,2020-03-29,-0.08,0.0,,,-0.33,,,,True,True,True,True
Arkansas,Desha County,2020-04-05,-0.22,0.11,,,-0.25,,,,True,True,True,True
Arkansas,Drew County,2020-03-29,-0.27,-0.1,,,-0.16,,,,True,True,True,True
Arkansas,Drew County,2020-04-05,-0.27,0.05,,,-0.2,,,,True,True,True,True
Arkansas,Faulkner County,2020-03-29,-0.32,-0.15,-0.21,,-0.31,0.08,,,True,True,,
Arkansas,Faulkner County,2020-04-05,-0.4,-0.14,-0.23,,-0.31,0.1,,,True,True,,
Arkansas,Franklin County,2020-03-29,-0.08,0.12,,0.08,-0.16,,,,True,,True,True
Arkansas,Franklin County,2020-04-05,-0.1,-0.03,,-0.19,-0.2,,,,True,,,True
Arkansas,Fulton County,2020-03-29,,,,,-0.28,,True,True,True,True,True,True
Arkansas,Fulton County,2020-04-05,,,,,-0.24,,True,True,True,True,True,True
Arkansas,Garland County,2020-03-29,-0.32,-0.12,0.17,,-0.32,0.07,,,,True,,
Arkansas,Garland County,2020-04-05,-0.4,-0.01,-0.14,,-0.37,0.09,,,,True,,
Arkansas,Grant County,2020-03-29,-0.1,-0.17,,,-0.26,,,True,True,True,True,True
Arkansas,Grant County,2020-04-05,-0.06,0.06,,,-0.29,,,True,True,True,True,True
Arkansas,Greene County,2020-03-29,-0.18,-0.04,,,-0.2,0.12,,,True,True,,True
Arkansas,Greene County,2020-04-05,-0.32,-0.02,,,-0.24,0.14,,,True,True,,True
Arkansas,Hempstead County,2020-03-29,-0.19,-0.13,,,-0.24,,,,True,True,,True
Arkansas,Hempstead County,2020-04-05,-0.33,-0.03,,,-0.27,,,,True,True,,True
Arkansas,Hot Spring County,2020-03-29,0.05,0.09,,-0.28,-0.24,0.1,,,True,True,,True
Arkansas,Hot Spring County,2020-04-05,-0.16,0.21,,-0.3,-0.22,0.08,,,True,True,,True
Arkansas,Howard County,2020-03-29,-0.08,-0.07,,,-0.29,,,True,True,True,True,True
Arkansas,Howard County,2020-04-05,-0.36,0.04,,,-0.17,,,True,True,True,True,True
Arkansas,Independence County,2020-03-29,-0.27,0.09,,,-0.24,0.13,,,True,True,,True
Arkansas,Independence County,2020-04-05,-0.4,0.5,,,-0.21,0.12,,,True,True,,True
Arkansas,Izard County,2020-03-29,-0.24,-0.15,,,-0.29,,True,True,True,True,True,True
Arkansas,Izard County,2020-04-05,-0.22,0.08,,,-0.25,,True,True,True,True,True,True
Arkansas,Jackson County,2020-03-29,-0.1,-0.12,,,-0.14,,,True,True,True,True,True
Arkansas,Jackson County,2020-04-05,-0.12,0.24,,,-0.25,,,True,True,True,True,True
Arkansas,Jefferson County,2020-03-29,-0.3,0.04,,-0.14,-0.26,0.11,,,True,,,True
Arkansas,Jefferson County,2020-04-05,-0.32,0.13,,-0.18,-0.27,0.12,,,True,,,True
Arkansas,Johnson County,2020-03-29,-0.24,0.12,-0.28,,-0.14,-0.02,,,True,True,,True
Arkansas,Johnson County,2020-04-05,-0.34,0.04,-0.12,,-0.18,-0.02,,,True,True,,True
Arkansas,Lawrence County,2020-03-29,-0.19,-0.06,,,-0.3,,,,True,True,True,True
Arkansas,Lawrence County,2020-04-05,-0.22,-0.01,,,-0.32,,,,True,True,True,True
Arkansas,Lincoln County,2020-03-29,-0.6,-0.16,,,-0.23,,True,True,True,True,True,True
Arkansas,Lincoln County,2020-04-05,-0.6,-0.04,,,-0.2,,True,True,True,True,True,True
Arkansas,Little River County,2020-03-29,-0.07,0.05,,,-0.34,,,,True,True,True,True
Arkansas,Little River County,2020-04-05,-0.25,-0.04,,,-0.31,,,,True,True,True,True
Arkansas,Logan County,2020-03-29,-0.05,0.13,,,-0.18,,,,True,True,,True
Arkansas,Logan County,2020-04-05,-0.24,0.09,,,-0.21,,,,True,True,,True
Arkansas,Lonoke County,2020-03-29,-0.23,-0.05,,,-0.27,0.15,,,True,True,,True
Arkansas,Lonoke County,2020-04-05,-0.29,0.04,,,-0.26,0.16,,,True,True,,True
Arkansas,Madison County,2020-03-29,-0.1,0.17,,,-0.11,,,,True,True,True,True
Arkansas,Madison County,2020-04-05,-0.31,-0.13,,,-0.32,,,,True,True,True,True
Arkansas,Marion County,2020-03-29,0.04,0.05,,,-0.26,,,,True,True,True,True
Arkansas,Marion County,2020-04-05,-0.16,0.03,,,-0.24,,,,True,True,True,True
Arkansas,Miller County,2020-03-29,-0.33,-0.1,-0.35,-0.24,-0.32,0.12,,,True,,,True
Arkansas,Miller County,2020-04-05,-0.35,-0.09,-0.37,-0.38,-0.35,0.15,,,True,,,True
Arkansas,Mississippi County,2020-03-29,-0.11,-0.01,,-0.18,-0.15,0.1,,,True,,,True
Arkansas,Mississippi County,2020-04-05,-0.14,0.18,,-0.24,-0.2,0.11,,,True,,,True
Arkansas,Monroe County,2020-03-29,-0.26,-0.08,,,-0.34,,True,,True,True,True,True
Arkansas,Monroe County,2020-04-05,-0.4,-0.08,,,-0.2,,True,,True,True,True,True
Arkansas,Montgomery County,2020-03-29,,,,,-0.33,,True,True,True,True,True,True
Arkansas,Montgomery County,2020-04-05,,,,,-0.33,,True,True,True,True,True,True
Arkansas,Nevada County,2020-03-29,-0.61,,,-0.23,-0.21,,True,True,True,,True,True
Arkansas,Nevada County,2020-04-05,-0.61,,,-0.36,-0.28,,True,True,True,,True,True
Arkansas,Newton County,2020-03-29,,,,,-0.38,,True,True,True,True,True,True
Arkansas,Newton County,2020-04-05,,,,,-0.31,,True,True,True,True,True,True
Arkansas,Ouachita County,2020-03-29,-0.09,-0.21,,,-0.16,,,,True,True,,True
Arkansas,Ouachita County,2020-04-05,-0.16,-0.2,,,-0.18,,,,True,True,,True
Arkansas,Perry County,2020-03-29,,,,,-0.35,,True,True,True,True,True,True
Arkansas,Perry County,2020-04-05,,,,,-0.33,,True,True,True,True,True,True
Arkansas,Phillips County,2020-03-29,-0.01,-0.06,,,-0.32,,,,True,True,True,True
Arkansas,Phillips County,2020-04-05,-0.05,0.16,,,-0.29,,,,True,True,True,True
Arkansas,Pike County,2020-03-29,-0.3,0.13,,,-0.33,,,,True,True,True,True
Arkansas,Pike County,2020-04-05,-0.3,-0.08,,,-0.28,,,,True,True,True,True
Arkansas,Poinsett County,2020-03-29,0.02,-0.05,,,-0.15,,,,True,True,,True
Arkansas,Poinsett County,2020-04-05,-0.02,0.07,,,-0.19,,,,True,True,,True
Arkansas,Polk County,2020-03-29,-0.17,0.03,,,-0.25,,,,True,True,,True
Arkansas,Polk County,2020-04-05,-0.51,0.31,,,-0.23,,,,True,True,,True
Arkansas,Pope County,2020-03-29,-0.32,-0.09,,-0.11,-0.22,0.12,,,True,,,True
Arkansas,Pope County,2020-04-05,-0.4,-0.04,,-0.25,-0.21,0.14,,,True,,,True
Arkansas,Prairie County,2020-03-29,,,,,-0.26,,True,True,True,True,True,True
Arkansas,Prairie County,2020-04-05,,,,,-0.24,,True,True,True,True,True,True
Arkansas,Pulaski County,2020-03-29,-0.35,-0.09,0.73,-0.38,-0.3,0.09,,,,,,
Arkansas,Pulaski County,2020-04-05,-0.38,-0.05,0.34,-0.45,-0.31,0.09,,,,,,
Arkansas,Randolph County,2020-03-29,-0.22,0.12,,,-0.23,,,,True,True,,True
Arkansas,Randolph County,2020-04-05,-0.33,0.12,,,-0.28,,,,True,True,,True
Arkansas,Saline County,2020-03-29,-0.26,-0.13,-0.52,-0.1,-0.33,0.07,,,True,,,
Arkansas,Saline County,2020-04-05,-0.3,-0.07,-0.65,-0.22,-0.32,0.08,,,True,,,
Arkansas,Scott County,2020-03-29,-0.39,,,,-0.27,,True,True,True,True,True,True
Arkansas,Scott County,2020-04-05,-0.53,,,,-0.23,,True,True,True,True,True,True
Arkansas,Searcy County,2020-03-29,,,,,-0.39,,True,True,True,True,True,True
Arkansas,Searcy County,2020-04-05,,,,,-0.43,,True,True,True,True,True,True
Arkansas,Sebastian County,2020-03-29,-0.36,-0.11,0.45,-0.41,-0.27,0.07,,,True,True,,
Arkansas,Sebastian County,2020-04-05,-0.42,-0.07,-0.1,-0.41,-0.3,0.09,,,True,True,,
Arkansas,Sevier County,2020-03-29,-0.24,-0.11,,,-0.19,,,,True,True,True,True
Arkansas,Sevier County,2020-04-05,-0.35,-0.08,,,-0.28,,,,True,True,True,True
Arkansas,Sharp County,2020-03-29,-0.17,-0.07,,,-0.26,,,,True,True,,True
Arkansas,Sharp County,2020-04-05,-0.27,0.0,,,-0.24,,,,True,True,,True
Arkansas,St. Francis County,2020-03-29,-0.16,0.1,,-0.22,-0.25,,,,True,,,True
Arkansas,St. Francis County,2020-04-05,-0.26,0.28,,-0.29,-0.14,,,,True,,,True
Arkansas,Stone County,2020-03-29,-0.11,-0.29,,,-0.26,,,True,True,True,True,True
Arkansas,Stone County,2020-04-05,-0.23,0.08,,,-0.26,,,True,True,True,True,True
Arkansas,Union County,2020-03-29,-0.33,-0.08,,,-0.24,0.08,,,True,True,,True
Arkansas,Union County,2020-04-05,-0.32,-0.02,,,-0.23,0.09,,,True,True,,True
Arkansas,Van Buren County,2020-03-29,-0.2,,,,-0.39,,,True,True,True,True,True
Arkansas,Van Buren County,2020-04-05,-0.33,,,,-0.32,,,True,True,True,True,True
Arkansas,Washington County,2020-03-29,-0.37,-0.16,0.37,-0.1,-0.34,0.08,,,,,,
Arkansas,Washington County,2020-04-05,-0.45,-0.18,-0.21,-0.29,-0.36,0.11,,,,,,
Arkansas,White County,2020-03-29,-0.27,-0.12,-0.19,0.04,-0.21,0.09,,,True,,,
Arkansas,White County,2020-04-05,-0.32,0.05,-0.23,-0.06,-0.26,0.13,,,True,,,True
Arkansas,Yell County,2020-03-29,-0.11,0.13,0.16,,-0.19,,,,True,True,,True
Arkansas,Yell County,2020-04-05,-0.27,0.1,-0.27,,-0.15,,,,True,True,,True
Aruba,,2020-03-29,-0.88,-0.66,-0.8,-0.88,-0.72,0.2,,,,,,
Aruba,,2020-04-05,-0.76,-0.5,-0.51,-0.77,-0.64,0.34,,,,,,
Australia,,2020-03-29,-0.45,-0.19,-0.35,-0.58,-0.33,0.13,,,,,,
Australia,,2020-04-05,-0.44,-0.18,-0.43,-0.62,-0.36,0.14,,,,,,
Australia,Australian Capital Territory,2020-03-29,-0.4,-0.03,0.38,-0.52,-0.31,0.11,,,,,,
Australia,Australian Capital Territory,2020-04-05,-0.39,-0.03,-0.07,-0.61,-0.36,0.13,,,,,,
Australia,New South Wales,2020-03-29,-0.44,-0.13,-0.27,-0.57,-0.35,0.14,,,,,,
Australia,New South Wales,2020-04-05,-0.43,-0.11,-0.27,-0.59,-0.37,0.14,,,,,,
Australia,Northern Territory,2020-03-29,-0.35,-0.13,-0.2,-0.55,-0.23,0.12,,,,,,
Australia,Northern Territory,2020-04-05,-0.29,-0.16,-0.22,-0.58,-0.25,0.12,,,,,,
Australia,Queensland,2020-03-29,-0.4,-0.19,-0.33,-0.57,-0.3,0.12,,,,,,
Australia,Queensland,2020-04-05,-0.37,-0.17,-0.35,-0.6,-0.33,0.12,,,,,,
Australia,South Australia,2020-03-29,-0.43,-0.15,-0.33,-0.55,-0.28,0.12,,,,,,
Australia,South Australia,2020-04-05,-0.4,-0.13,-0.48,-0.59,-0.3,0.12,,,,,,
Australia,Tasmania,2020-03-29,-0.5,-0.3,-0.7,-0.62,-0.28,0.13,,,,,,
Australia,Tasmania,2020-04-05,-0.52,-0.31,-0.76,-0.7,-0.33,0.15,,,,,,
Australia,Victoria,2020-03-29,-0.51,-0.26,-0.55,-0.68,-0.37,0.16,,,,,,
Australia,Victoria,2020-04-05,-0.52,-0.26,-0.75,-0.74,-0.42,0.18,,,,,,
Australia,Western Australia,2020-03-29,-0.4,-0.16,-0.37,-0.55,-0.26,0.13,,,,,,
Australia,Western Australia,2020-04-05,-0.4,-0.17,-0.43,-0.61,-0.29,0.14,,,,,,
Austria,,2020-03-29,-0.87,-0.64,-0.43,-0.71,-0.51,0.14,,,,,,
Austria,,2020-04-05,-0.82,-0.55,-0.11,-0.64,-0.46,0.12,,,,,,
Austria,Burgenland,2020-03-29,-0.83,-0.36,0.19,-0.43,-0.49,0.16,,True,,,,
Austria,Burgenland,2020-04-05,-0.78,-0.37,0.44,-0.32,-0.43,0.16,,True,,,,True
Austria,Carinthia,2020-03-29,-0.85,-0.62,-0.45,-0.59,-0.48,0.13,,,,,,
Austria,Carinthia,2020-04-05,-0.8,-0.55,-0.25,-0.49,-0.44,0.11,,,,,,
Austria,Lower Austria,2020-03-29,-0.82,-0.36,0.08,-0.74,-0.45,0.13,,,,,,
Austria,Lower Austria,2020-04-05,-0.75,-0.21,0.58,-0.67,-0.41,0.12,,,,,,
Austria,Salzburg,2020-03-29,-0.93,-0.86,-0.73,-0.81,-0.59,0.15,,,,,,
Austria,Salzburg,2020-04-05,-0.88,-0.79,-0.46,-0.74,-0.55,0.12,,,,,,
Austria,Styria,2020-03-29,-0.86,-0.61,-0.42,-0.71,-0.47,0.13,,,,,,
Austria,Styria,2020-04-05,-0.81,-0.5,-0.11,-0.63,-0.42,0.11,,,,,,
Austria,Tyrol,2020-03-29,-0.95,-0.86,-0.82,-0.85,-0.65,0.16,,,,,,
Austria,Tyrol,2020-04-05,-0.92,-0.82,-0.68,-0.79,-0.61,0.15,,,,,,
Austria,Upper Austria,2020-03-29,-0.86,-0.44,-0.19,-0.67,-0.47,0.13,,,,,,
Austria,Upper Austria,2020-04-05,-0.79,-0.28,0.32,-0.59,-0.41,0.11,,,,,,
Austria,Vienna,2020-03-29,-0.85,-0.52,-0.44,-0.71,-0.52,0.15,,,,,,
Austria,Vienna,2020-04-05,-0.8,-0.44,-0.18,-0.65,-0.47,0.13,,,,,,
Austria,Vorarlberg,2020-03-29,-0.9,-0.7,-0.68,-0.79,-0.54,0.14,,,,,,
Austria,Vorarlberg,2020-04-05,-0.81,-0.53,-0.24,-0.69,-0.49,0.11,,,,,,
Bahrain,,2020-03-29,-0.45,-0.22,-0.4,-0.38,-0.25,0.16,,,,,,
Bahrain,,2020-04-05,-0.39,-0.16,-0.31,-0.32,-0.24,0.15,,,,,,
Bangladesh,,2020-03-29,-0.68,-0.46,-0.26,-0.66,-0.6,0.24,,,,,,
Bangladesh,,2020-04-05,-0.67,-0.44,-0.29,-0.64,-0.54,0.22,,,,,,
Barbados,,2020-03-29,-0.7,-0.47,-0.6,-0.77,-0.52,0.15,,,,,,
Barbados,,2020-04-05,-0.88,-0.92,-0.88,-0.9,-0.75,0.27,,,,,,
Barbados,Christ Church,2020-03-29,-0.81,-0.57,,-0.83,-0.51,0.17,,,True,,,True
Barbados,Christ Church,2020-04-05,-0.93,-0.94,,-1.0,-0.78,0.17,,,True,,,True
Barbados,Saint George,2020-03-29,-0.35,,-0.53,,-0.29,,True,True,,True,True,True
Barbados,Saint George,2020-04-05,-0.35,,-0.83,,-0.83,,True,True,,True,True,True
Barbados,Saint James,2020-03-29,-0.76,-0.5,,,-0.56,,,,True,True,True,True
Barbados,Saint James,2020-04-05,-0.93,-1.0,,,-0.76,,,,True,True,True,True
Barbados,Saint John,2020-03-29,,,,,-0.36,,True,True,True,True,True,True
Barbados,Saint John,2020-04-05,,,,,-0.68,,True,True,True,True,True,True
Barbados,Saint Lucy,2020-04-05,,,,,-0.71,,True,True,True,True,True,True
Barbados,Saint Michael,2020-03-29,-0.7,-0.48,-0.7,-0.73,-0.55,0.14,,,,,,True
Barbados,Saint Michael,2020-04-05,-0.9,-0.93,-1.0,-0.85,-0.77,0.14,,,,,,True
Barbados,Saint Peter,2020-03-29,-0.74,-0.18,,,-0.31,,True,True,True,True,True,True
Barbados,Saint Peter,2020-04-05,-0.75,-0.12,,,-0.79,,True,True,True,True,True,True
Barbados,Saint Philip,2020-03-29,-0.72,-0.49,,,-0.49,,,,True,True,,True
Barbados,Saint Philip,2020-04-05,-0.85,-1.0,,,-0.72,,,,True,True,,True
Barbados,Saint Thomas,2020-03-29,-0.13,,,,-0.29,,True,True,True,True,True,True
Barbados,Saint Thomas,2020-04-05,-0.4,,,,-0.71,,True,True,True,True,True,True
Belarus,,2020-03-29,-0.14,0.05,0.41,-0.07,0.03,-0.02,,,,,,
Belarus,,2020-04-05,-0.3,-0.04,0.19,-0.25,-0.09,0.03,,,,,,
Belgium,,2020-03-29,-0.84,-0.53,-0.66,-0.76,-0.52,0.17,,,,,,
Belgium,,2020-04-05,-0.76,-0.36,-0.13,-0.6,-0.46,0.15,,,,,,
Belgium,Brussels,2020-03-29,-0.89,-0.65,-0.64,-0.82,-0.62,0.19,,,,,,
Belgium,Brussels,2020-04-05,-0.84,-0.49,0.09,-0.72,-0.57,0.17,,,,,,
Belgium,Flanders,2020-03-29,-0.82,-0.46,-0.65,-0.74,-0.5,0.17,,,,,,
Belgium,Flanders,2020-04-05,-0.75,-0.26,-0.15,-0.55,-0.45,0.14,,,,,,
Belgium,Wallonia,2020-03-29,-0.84,-0.62,-0.72,-0.77,-0.52,0.16,,,,,,
Belgium,Wallonia,2020-04-05,-0.78,-0.48,-0.28,-0.62,-0.46,0.15,,,,,,
Belize,,2020-03-29,-0.63,-0.49,-0.38,-0.68,-0.42,0.13,,,,,,
Belize,,2020-04-05,-0.76,-0.64,-0.63,-0.82,-0.57,0.22,,,,,,
Benin,,2020-03-29,-0.16,0.0,0.1,-0.14,0.02,0.05,,,,,,
Benin,,2020-04-05,-0.23,-0.06,0.02,-0.18,0.01,0.08,,,,,,
Bolivia,,2020-03-29,-0.93,-0.94,-0.89,-0.92,-0.72,0.35,,,,,,
Bolivia,,2020-04-05,-0.93,-0.94,-0.89,-0.91,-0.71,0.35,,,,,,
Bosnia and Herzegovina,,2020-03-29,-0.76,-0.5,-0.22,-0.59,-0.5,0.13,,,,,,
Bosnia and Herzegovina,,2020-04-05,-0.74,-0.45,-0.17,-0.56,-0.49,0.12,,,,,,
Botswana,,2020-03-29,-0.12,-0.02,0.07,-0.2,-0.03,0.13,,,,,,
Botswana,,2020-04-05,-0.74,-0.66,-0.28,-0.81,-0.36,0.34,,,,,,
Brazil,,2020-03-29,-0.71,-0.35,-0.7,-0.62,-0.34,0.17,,,,,,
Brazil,,2020-04-05,-0.67,-0.24,-0.66,-0.57,-0.3,0.15,,,,,,
Brazil,Federal District,2020-03-29,-0.68,-0.28,-0.63,-0.56,-0.36,0.2,,,,,,
Brazil,Federal District,2020-04-05,-0.64,-0.2,-0.62,-0.53,-0.33,0.17,,,,,,
Brazil,State of Acre,2020-03-29,-0.68,-0.2,-0.56,-0.75,-0.22,0.11,,,,,,
Brazil,State of Acre,2020-04-05,-0.67,-0.2,-0.56,-0.65,-0.23,0.1,,,,,,
Brazil,State of Alagoas,2020-03-29,-0.77,-0.43,-0.79,-0.76,-0.35,0.17,,,,,,
Brazil,State of Alagoas,2020-04-05,-0.69,-0.27,-0.68,-0.71,-0.26,0.14,,,,,,
Brazil,State of Amapá,2020-03-29,-0.71,-0.27,-0.51,-0.73,-0.28,0.11,,,,,,
Brazil,State of Amapá,2020-04-05,-0.7,-0.22,-0.53,-0.73,-0.28,0.11,,,,,,
Brazil,State of Amazonas,2020-03-29,-0.64,-0.28,-0.62,-0.46,-0.26,0.13,,,,,,
Brazil,State of Amazonas,2020-04-05,-0.64,-0.21,-0.63,-0.47,-0.29,0.13,,,,,,
Brazil,State of Bahia,2020-03-29,-0.73,-0.42,-0.71,-0.73,-0.33,0.17,,,,,,
Brazil,State of Bahia,2020-04-05,-0.7,-0.33,-0.68,-0.71,-0.31,0.16,,,,,,
Brazil,State of Ceará,2020-03-29,-0.76,-0.34,-0.71,-0.68,-0.33,0.16,,,,,,
Brazil,State of Ceará,2020-04-05,-0.74,-0.28,-0.7,-0.66,-0.31,0.15,,,,,,
Brazil,State of Espírito Santo,2020-03-29,-0.68,-0.35,-0.69,-0.69,-0.31,0.16,,,,,,
Brazil,State of Espírito Santo,2020-04-05,-0.67,-0.28,-0.72,-0.68,-0.3,0.16,,,,,,
Brazil,State of Goiás,2020-03-29,-0.67,-0.27,-0.44,-0.5,-0.28,0.15,,,,,,
Brazil,State of Goiás,2020-04-05,-0.61,-0.18,-0.37,-0.45,-0.25,0.13,,,,,,
Brazil,State of Maranhão,2020-03-29,-0.63,-0.27,-0.48,-0.66,-0.2,0.11,,,,,,
Brazil,State of Maranhão,2020-04-05,-0.59,-0.18,-0.48,-0.64,-0.18,0.12,,,,,,
Brazil,State of Mato Grosso,2020-03-29,-0.63,-0.3,-0.44,-0.59,-0.22,0.11,,,,,,
Brazil,State of Mato Grosso,2020-04-05,-0.57,-0.19,-0.38,-0.52,-0.19,0.09,,,,,,
Brazil,State of Mato Grosso do Sul,2020-03-29,-0.68,-0.33,-0.56,-0.68,-0.26,0.14,,,,,,
Brazil,State of Mato Grosso do Sul,2020-04-05,-0.59,-0.2,-0.44,-0.58,-0.2,0.11,,,,,,
Brazil,State of Minas Gerais,2020-03-29,-0.66,-0.29,-0.46,-0.57,-0.3,0.15,,,,,,
Brazil,State of Minas Gerais,2020-04-05,-0.62,-0.19,-0.41,-0.52,-0.27,0.13,,,,,,
Brazil,State of Paraná,2020-03-29,-0.75,-0.42,-0.7,-0.64,-0.34,0.17,,,,,,
Brazil,State of Paraná,2020-04-05,-0.68,-0.29,-0.61,-0.56,-0.29,0.14,,,,,,
Brazil,State of Paraíba,2020-03-29,-0.76,-0.36,-0.73,-0.64,-0.33,0.17,,,,,,
Brazil,State of Paraíba,2020-04-05,-0.72,-0.28,-0.7,-0.6,-0.29,0.16,,,,,,
Brazil,State of Pará,2020-03-29,-0.61,-0.25,-0.53,-0.64,-0.19,0.12,,,,,,
Brazil,State of Pará,2020-04-05,-0.58,-0.16,-0.53,-0.62,-0.18,0.12,,,,,,
Brazil,State of Pernambuco,2020-03-29,-0.74,-0.35,-0.72,-0.59,-0.35,0.17,,,,,,
Brazil,State of Pernambuco,2020-04-05,-0.71,-0.26,-0.69,-0.57,-0.31,0.16,,,,,,
Brazil,State of Piauí,2020-03-29,-0.71,-0.39,-0.49,-0.76,-0.27,0.18,,,,,,
Brazil,State of Piauí,2020-04-05,-0.69,-0.32,-0.48,-0.77,-0.26,0.17,,,,,,
Brazil,State of Rio Grande do Norte,2020-03-29,-0.74,-0.36,-0.74,-0.66,-0.33,0.19,,,,,,
Brazil,State of Rio Grande do Norte,2020-04-05,-0.7,-0.3,-0.71,-0.64,-0.3,0.18,,,,,,
Brazil,State of Rio Grande do Sul,2020-03-29,-0.75,-0.39,-0.73,-0.67,-0.36,0.2,,,,,,
Brazil,State of Rio Grande do Sul,2020-04-05,-0.7,-0.28,-0.68,-0.62,-0.31,0.18,,,,,,
Brazil,State of Rio de Janeiro,2020-03-29,-0.72,-0.32,-0.74,-0.61,-0.37,0.17,,,,,,
Brazil,State of Rio de Janeiro,2020-04-05,-0.69,-0.24,-0.78,-0.57,-0.35,0.16,,,,,,
Brazil,State of Rondônia,2020-03-29,-0.63,-0.27,-0.42,-0.71,-0.23,0.12,,,,,,
Brazil,State of Rondônia,2020-04-05,-0.56,-0.11,-0.3,-0.66,-0.18,0.09,,,,,,
Brazil,State of Roraima,2020-03-29,-0.68,-0.25,-0.51,-0.72,-0.24,0.12,,,,,,
Brazil,State of Roraima,2020-04-05,-0.65,-0.19,-0.54,-0.67,-0.21,0.11,,,,,,
Brazil,State of Santa Catarina,2020-03-29,-0.8,-0.49,-0.84,-0.76,-0.4,0.2,,,,,,
Brazil,State of Santa Catarina,2020-04-05,-0.74,-0.37,-0.8,-0.72,-0.35,0.17,,,,,,
Brazil,State of Sergipe,2020-03-29,-0.78,-0.46,-0.77,-0.83,-0.36,0.18,,,,,,
Brazil,State of Sergipe,2020-04-05,-0.69,-0.26,-0.65,-0.79,-0.25,0.14,,,,,,
Brazil,State of São Paulo,2020-03-29,-0.72,-0.36,-0.71,-0.62,-0.37,0.17,,,,,,
Brazil,State of São Paulo,2020-04-05,-0.67,-0.21,-0.58,-0.55,-0.32,0.15,,,,,,
Brazil,State of Tocantins,2020-03-29,-0.61,-0.31,-0.35,-0.71,-0.19,0.11,,,,,,
Brazil,State of Tocantins,2020-04-05,-0.54,-0.22,-0.29,-0.63,-0.16,0.09,,,,,,
Bulgaria,,2020-03-29,-0.66,-0.36,-0.32,-0.58,-0.29,0.11,,,,,,
Bulgaria,,2020-04-05,-0.7,-0.37,-0.53,-0.65,-0.35,0.13,,,,,,
Bulgaria,Blagoevgrad Province,2020-03-29,-0.74,-0.47,-0.32,-0.55,-0.43,0.1,,,,,,
Bulgaria,Blagoevgrad Province,2020-04-05,-0.77,-0.48,-0.54,-0.71,-0.46,0.13,,,,,,
Bulgaria,Burgas,2020-03-29,-0.65,-0.38,-0.4,-0.51,-0.35,0.11,,,,,,
Bulgaria,Burgas,2020-04-05,-0.7,-0.39,-0.67,-0.6,-0.39,0.13,,,,,,
Bulgaria,Dobrich Province,2020-03-29,-0.61,-0.33,-0.38,,-0.19,0.18,,,,True,,True
Bulgaria,Dobrich Province,2020-04-05,-0.62,-0.32,-0.53,,-0.24,0.14,,,,True,,True
Bulgaria,Gabrovo,2020-03-29,-0.61,-0.34,-0.16,,-0.17,0.17,,,True,True,,True
Bulgaria,Gabrovo,2020-04-05,-0.66,-0.32,-0.3,,-0.28,0.16,,,True,True,,True
Bulgaria,Haskovo Province,2020-03-29,-0.66,-0.43,-0.14,-0.67,-0.27,0.13,,,,,,
Bulgaria,Haskovo Province,2020-04-05,-0.73,-0.42,-0.54,-0.75,-0.38,0.17,,,,,,True
Bulgaria,Jambol,2020-03-29,-0.58,-0.44,-0.42,,-0.2,0.14,,,True,True,,True
Bulgaria,Jambol,2020-04-05,-0.63,-0.43,-0.53,,-0.29,0.16,,,True,True,,True
Bulgaria,Kardzhali Province,2020-03-29,-0.71,-0.48,-0.27,-0.76,-0.39,0.12,,,,True,,True
Bulgaria,Kardzhali Province,2020-04-05,-0.79,-0.54,-0.57,-0.81,-0.46,0.12,,,,True,,True
